,selling_price,year,manufacturer,name,cylinders,km_driven,transmission,owner_id,size,type,paint_color
291,26795,2016,bmw,x5,6 cylinders,83459,automatic,5UXKR0C58G0P19057,,SUV,custom
292,22795,2018,dodge,charger,6 cylinders,38446,automatic,2C3CDXHG6JH142365,,sedan,grey
293,17495,2015,cadillac,ats,4 cylinders,48201,automatic,1G6AB5RX5F0110632,,sedan,white
294,5000,2010,honda,covic,4 cylinders,173000,automatic,,mid-size,,grey
295,3000,2005,volvo,v70,5 cylinders,,automatic,,,,blue
296,4895,2010,volkswagen,jetta,5 cylinders,127863,automatic,3VWRZ7AJ0AM147282,,sedan,white
297,8495,1997,bmw,z3,4 cylinders,79420,manual,4USCH7323VLE02531,,convertible,black
298,9795,2009,bmw,1 series,6 cylinders,71843,automatic,WBAUP73579VK74709,,other,white
299,21795,2016,bmw,3 series,4 cylinders,41859,automatic,WBA8E9G58GNT81469,,sedan,white
300,20795,2016,acura,tlx,6 cylinders,42866,automatic,19UUB2F52GA010755,,sedan,grey
301,42999,2001,bmw,m5,,53000,manual,WBSDE93431BZ99203,,,
302,11700,2014,mazda,cx-5 touring,,37665,automatic,,,,white
303,7750,2005,gmc,yukon xl 1500,8 cylinders,200960,automatic,1GKFK66U45J212147,,SUV,white
304,9500,1997,jeep,wrangler,4 cylinders,34500,manual,,,,white
305,9995,2012,honda,civic,4 cylinders,8257,automatic,19XFB5F59CE001485,compact,sedan,white
306,4895,2005,ford,freestar,6 cylinders,66011,automatic,2FMZA57635BA61212,mid-size,van,red
307,12495,2007,chevrolet,silverado (classic) 1500 crew cab,8 cylinders,146706,automatic,2GCEK13Z671118679,,pickup,
308,6995,2009,chevrolet,colorado,5 cylinders,53577,automatic,1GCCS19E298156924,compact,truck,white
309,3300,2002,ford,expedition,8 cylinders,191400,automatic,1FMPU16L32LA20153,full-size,SUV,silver
310,6250,2005,volvo,xc90,5 cylinders,127365,automatic,YV1CZ592351182051,,SUV,black
311,36900,2012,ford,f-150,8 cylinders,,automatic,,full-size,pickup,white
312,14900,2012,chevrolet,g3500,8 cylinders,,automatic,,full-size,other,white
313,3700,1999,audi,a6,6 cylinders,131850,automatic,WAUDA24B0XN078438,full-size,hatchback,red
314,9500,1999,chevrolet,g3500,8 cylinders,157400,automatic,,full-size,other,white
315,2999,1997,ford,f-150,,100200,manual,2FTDF0767VCA15024,,pickup,blue
316,7500,2002,ford,f-350,8 cylinders,128000,automatic,1FDSF34L22ED53385,,truck,white
317,3200,2005,gmc,yukon xl,8 cylinders,214000,automatic,,,,white
318,8800,2007,gmc,yukon,8 cylinders,175000,automatic,,full-size,SUV,white
319,9000,2005,chevrolet,silverado,8 cylinders,171000,automatic,,full-size,truck,grey
320,9495,2008,infiniti,g,6 cylinders,89923,automatic,JNKBV61E98M224376,,sedan,white
321,14255,2008,ram,2500,8 cylinders,97205,automatic,,full-size,truck,white
322,6795,2014,fiat,500,4 cylinders,76736,automatic,3C3CFFAR7ET276170,,other,black
323,8795,2013,chevrolet,malibu,4 cylinders,115059,automatic,1G11F5SR3DF337995,,sedan,white
324,6900,1991,ford,mustang lx 5.0,8 cylinders,154800,automatic,1FACP41E2MF183467,mid-size,hatchback,red
325,39000,2012,gmc,sierra 2500hd,8 cylinders,97000,automatic,,,,white
326,20495,2017,mazda,cx-5,4 cylinders,24577,automatic,JM3KFACL5H0222118,,SUV,white
327,8795,2010,toyota,tacoma regular cab,4 cylinders,123220,automatic,5TENX4CN8AZ703136,,pickup,white
328,19795,2016,honda,cr-v,4 cylinders,33239,automatic,2HKRM4H5XGH709163,,SUV,brown
329,24495,2016,mercedes-benz,e-class,6 cylinders,25113,automatic,WDDHF5KB2GB312127,,sedan,silver
330,7895,2015,fiat,500,4 cylinders,67804,automatic,3C3CFFBR6FT657136,,other,black
331,5800,1997,chevrolet,cheyenne 2500,8 cylinders,141000,automatic,1GCGC24R1VZ180618,,truck,white
332,17395,2012,ram,1500 quad cab,8 cylinders,85741,automatic,1C6RD7FT4CS343173,,pickup,black
333,8995,2018,nissan,versa,,48914,automatic,3N1CN7AP2JL805198,,sedan,
334,18495,2018,kia,sedona,,43043,automatic,KNDMB5C17J6400214,,,
335,20995,2016,subaru,outback,,35359,automatic,4S4BSANCXG3271602,,SUV,
336,11500,2017,chevrolet,malibu,,30117,automatic,1G1ZB5STXHF252085,,sedan,
337,13500,2010,dodge,challenger,,88892,automatic,2B3CJ5DT2AH279350,,coupe,
338,0,2017,ford,escape,,,automatic,1FMCU0G98HUD44892,,,
339,4795,2005,honda,odyssey,6 cylinders,220287,automatic,5FNRL38855B101358,,other,custom
340,34495,2012,chevrolet,silverado 3500 hd crew cab,8 cylinders,108437,automatic,1GC4K1C88CF116535,,pickup,black
341,6500,2011,hyundai,elantra,4 cylinders,106736,automatic,,,,
342,3600,2007,chrysler,pacifica,6 cylinders,138000,automatic,,,SUV,blue
343,6795,2010,chrysler,town & country,6 cylinders,123352,automatic,2A4RR4DE3AR220387,,other,custom
344,22488,2015,chevrolet,camaro ss,8 cylinders,71624,automatic,2G1FH1EJ8F9130111,,,white
345,23000,2017,,Mazda6 Grand Touring,4 cylinders,8500,automatic,JM1GL1W52H1103120,mid-size,sedan,red
346,25495,2012,ram,3500 crew cab,6 cylinders,314464,automatic,3C63DRJL1CG160300,,pickup,white
347,8895,2011,chevrolet,express g2500,,54768,automatic,1GCWGFCB3B1124332,,van,white
348,39666,2017,,FREIGHTLINER SPRINTER 3500,6 cylinders,88,automatic,WDYPF3CCXHP560426,full-size,other,white
349,8000,2004,,BMW325CI,6 cylinders,63000,automatic,WBABW33464PL25432,mid-size,convertible,silver
350,2000,1986,jeep,cherokee chief,6 cylinders,207411,manual,,mid-size,offroad,grey
351,23500,2016,ford,mustang,4 cylinders,5400,automatic,,,coupe,red
352,11480,2018,ford,fiesta se hatchback,4 cylinders,36286,automatic,3FADP4EJ5JM106745,,hatchback,
353,4567,2007,toyota,corolla,4 cylinders,148868,automatic,1NXBR32E27Z870114,,sedan,
354,8900,2011,chevrolet,tahoe lt,8 cylinders,156000,automatic,1gnlc2e07br188191,,,
355,16500,2012,mitsubishi,lancer evolution mr,4 cylinders,111136,automatic,JA32W5FV1CU007171,,sedan,silver
356,6995,2015,ford,fiesta,4 cylinders,40556,automatic,3FADP4TJ5FM225101,,hatchback,silver
357,5995,2013,ford,fiesta se,4 cylinders,42565,automatic,3FADP4EJ6DM132372,,hatchback,silver
358,5995,2007,chevrolet,silverado 1500,8 cylinders,196380,automatic,1GCEK19ZX7Z204074,,truck,grey
359,6495,2005,nissan,frontier se crew cab,6 cylinders,161627,automatic,1N6AD07U05C418966,mid-size,SUV,black
360,4200,2011,ford,escape,4 cylinders,160772,automatic,1FMCU0C75BKC05536,,SUV,white
361,3000,2006,kia,sorento,6 cylinders,113819,automatic,KNDJD733065574438,,SUV,silver
362,2777,1998,lincoln,continental,8 cylinders,131337,automatic,1LNFM97V5WY694064,full-size,sedan,custom
363,3750,2000,dodge,dakota quad cab,8 cylinders,137000,automatic,1B7GL2AZ1YS637378,,truck,black
364,3995,2002,ford,ranger,4 cylinders,95559,automatic,1FTYR10D02PB05116,,truck,white
365,5995,2011,chevrolet,malibu 1lt,4 cylinders,111303,automatic,1G1ZC5E10BF299883,,sedan,
366,3995,2008,hyundai,sonata,4 cylinders,151818,automatic,5NPET46C38H309675,,sedan,grey
367,5295,2009,ford,fusion sel,6 cylinders,93435,automatic,3FAHP081X9R155685,mid-size,sedan,white
368,2995,2000,chevrolet,camero,6 cylinders,186296,automatic,2G1FP22K3Y2104355,,coupe,
369,9995,2016,jeep,patriot sport,4 cylinders,,other,1C4NJPBA1GD600174,,SUV,white
370,24900,2008,ford,super duty f-350 drw,8 cylinders,,automatic,,full-size,pickup,white
371,41900,2014,ram,2500,6 cylinders,,automatic,,full-size,pickup,grey
372,32900,2011,ram,2500,6 cylinders,,automatic,,full-size,pickup,white
373,39900,2016,gmc,yukon,8 cylinders,,automatic,,,SUV,white
374,24900,2007,ram,3500,6 cylinders,,automatic,,full-size,pickup,red
375,24900,2013,,Porsche Panamera,6 cylinders,,automatic,,compact,sedan,black
376,23900,2015,lincoln,navigator,6 cylinders,,automatic,,,SUV,black
377,12900,2008,ram,1500,8 cylinders,,automatic,,full-size,pickup,silver
378,1100,1997,lincoln,,8 cylinders,149340,automatic,1LNLM92V3VY729080,mid-size,sedan,black
379,32900,2014,ford,f-150,8 cylinders,,automatic,,full-size,pickup,blue
380,2450,2002,mazda,b2300,4 cylinders,160000,automatic,,mid-size,truck,white
381,44500,2016,gmc,sierra 2500hd,,43211,automatic,1GT12TE83GF298162,,truck,
382,1900,1995,toyota,camry,4 cylinders,187788,automatic,,full-size,sedan,green
383,24000,1995,ford,l8000 water truck,6 cylinders,165428,manual,1FTYR82EXSVA05518,full-size,truck,white
384,26000,2004,,Freightliner FL-60 Mechanics Svc,6 cylinders,69460,automatic,1FVABRAK44DM46481,,truck,white
385,9895,2008,chevrolet,silverado 2500h,8 cylinders,205805,automatic,1GCHK29K38E196334,full-size,truck,white
386,13895,2005,chevrolet,silverado 2500h,8 cylinders,97347,automatic,1GCHC29205E226981,full-size,truck,white
387,10795,2008,ford,f-150,8 cylinders,93759,automatic,1FTPW14V48FA62907,full-size,truck,white
388,13500,2010,dodge,challenger,,88892,automatic,2B3CJ5DT2AH279350,,coupe,
389,16000,2001,ford,f450,8 cylinders,36000,manual,,,,white
390,16495,1951,chevrolet,deluxe,6 cylinders,72627,automatic,5JKE47973,,other,white
391,8895,2007,ford,f150,8 cylinders,123283,automatic,1FTPW14V77KC85660,full-size,truck,white
392,7995,2011,honda,civic,4 cylinders,28033,automatic,19XFA4F50BE000513,compact,sedan,white
393,9995,2011,chevrolet,tahoe,8 cylinders,171089,automatic,1GNSKAE01BR187546,full-size,SUV,white
394,18495,2009,chevrolet,silverado 2500,8 cylinders,73268,automatic,1GBHC44639E130729,full-size,truck,white
395,9495,2008,chevrolet,silverado 2500h,8 cylinders,205805,automatic,1GCHK29K38E196334,full-size,truck,white
396,7295,2009,chevrolet,colorado,5 cylinders,53577,automatic,1GCCS19E298156924,compact,truck,white
397,19999,2011,jeep,wrangler,,,automatic,,,,
398,8795,2013,kia,optima,4 cylinders,110842,automatic,KNAGM4AD1D5054120,,sedan,silver
399,15000,2017,ford,mustang convertible,4 cylinders,71000,automatic,1FATP8UH9H5204131,compact,convertible,black
400,15695,2016,audi,a3,,31863,automatic,WAUA7GFF2G1091066,,sedan,
401,20995,2016,subaru,outback,,35359,automatic,4S4BSANCXG3271602,,SUV,
402,8995,2018,nissan,versa,,48914,automatic,3N1CN7AP2JL805198,,sedan,
403,14500,2018,hyundai,sonata,,12803,automatic,5NPE24AF5JH685577,,sedan,
404,11500,2017,chevrolet,malibu,,30117,automatic,1G1ZB5STXHF252085,,sedan,
405,18495,2018,kia,sedona,,43043,automatic,KNDMB5C17J6400214,,,
406,12500,2017,ford,fusion,,34814,automatic,3FA6P0HD7HR242489,,sedan,
407,11500,2008,chevrolet,avalanche,8 cylinders,136000,automatic,,,truck,black
408,19900,2016,dodge,charger,8 cylinders,,automatic,,,sedan,grey
409,13900,2005,chevrolet,corvette,8 cylinders,,automatic,,,coupe,blue
410,34900,2014,gmc,sierra 2500hd,8 cylinders,,automatic,,full-size,pickup,white
411,19900,2014,bmw,6-series,8 cylinders,,automatic,,compact,sedan,white
412,11900,2010,ford,expedition,8 cylinders,,automatic,,,SUV,black
413,23900,2011,ford,super duty f-250,8 cylinders,,automatic,,full-size,pickup,
414,31900,2015,ford,super duty f-250 srw,8 cylinders,,automatic,,full-size,pickup,white
415,44900,2019,ford,super duty f-350 srw,8 cylinders,,automatic,,full-size,,grey
416,22900,2015,ford,mustang,8 cylinders,,automatic,,sub-compact,coupe,grey
417,35900,2012,ford,super duty f-250 srw,8 cylinders,,automatic,,full-size,pickup,red
418,34900,2016,lexus,gx 460,8 cylinders,,automatic,,,SUV,grey
419,8900,2012,honda,accord ex-l,,,automatic,,,coupe,black
420,0,2015,nissan,versa note sv,4 cylinders,68100,automatic,,compact,hatchback,blue
421,17900,2014,ford,edge sel,6 cylinders,102000,automatic,2FMDK4JC3EBB55610,full-size,SUV,red
422,18295,2016,subaru,wrx,4 cylinders,50824,manual,JF1VA1B63G9817615,,sedan,white
423,8795,2012,volkswagen,passat,4 cylinders,94921,automatic,1VWBN7A35CC098616,,sedan,blue
424,10795,2014,volkswagen,passat,4 cylinders,79187,automatic,1VWBN7A35EC103297,,sedan,silver
425,29000,1969,,American Motors,8 cylinders,76000,automatic,A9C397T172033,mid-size,coupe,yellow
426,3200,2005,,Yukon XL 1500 Denali,6 cylinders,,automatic,1GKFK66U55J148247,full-size,SUV,white
427,44200,2020,chevrolet,colorado crew cab 4x4 zr2,6 cylinders,22,automatic,1GCGTEENXL1108194,mid-size,pickup,grey
428,19495,2014,chevrolet,camaro,8 cylinders,78954,automatic,2G1FK1EJ3E9136043,,other,white
429,16695,2008,toyota,fj cruiser,6 cylinders,163658,automatic,JTEBU11F18K010456,,SUV,yellow
430,6795,2010,volkswagen,passat,4 cylinders,74569,automatic,WVWJM7AN1AE105159,,sedan,custom
431,14795,2008,lexus,gx,8 cylinders,164666,automatic,JTJBT20X880168597,,SUV,white
432,23295,2013,lexus,gs,6 cylinders,63842,automatic,JTHBE1BL1D5028856,,sedan,silver
433,12495,2015,chrysler,town & country,6 cylinders,87450,automatic,2C4RC1BG9FR709135,,other,custom
434,12495,2015,volkswagen,golf,4 cylinders,75915,automatic,3VW2A7AU4FM036602,,other,white
435,9999,2012,volkswagen,golf,4 cylinders,69502,manual,WVWNM7AJ4CW058544,,other,blue
436,49796,2018,ford,f-150 raptor supercab!!!,,19394,automatic,1ftex1rg4jf01695,full-size,offroad,black
437,34488,2016,chevrolet,silverado 1500 ltz 4x4,,51021,automatic,3GCUKSEC7GG285182,,,black
438,6199,2006,mercedes-benz,benz e350 4matic,6 cylinders,90478,automatic,,full-size,sedan,black
439,13750,2004,ram,1500,8 cylinders,71000,automatic,1D7HA16D64J295854,full-size,pickup,yellow
440,5000,1995,jeep,wrangler yj,,,manual,,,,
441,26000,2015,nissan,nv passenger,,83000,automatic,,,,
442,12798,2017,chevrolet,malibu 1lt,,44890,automatic,1G1ZE5ST0HF117091,,,black
443,2700,1992,dodge,dakota le,8 cylinders,120949,automatic,1B7GG23Y7NS595531,mid-size,truck,custom
444,6000,1964,chrysler,300,8 cylinders,67000,automatic,8243195925,full-size,sedan,red
445,34900,2014,gmc,sierra 2500hd,8 cylinders,,automatic,,full-size,pickup,white
446,27000,2015,toyota,tundra 4x4,8 cylinders,80000,automatic,5TFUW5F18FX476221,,truck,white
447,24595,2008,ram,3500 mega cab,6 cylinders,139400,automatic,3D7ML49A48G112180,,pickup,white
448,5900,1995,chevrolet,silverado,8 cylinders,230000,automatic,,full-size,pickup,white
449,7995,2005,ford,f-150,8 cylinders,151000,automatic,1FTPW14525KE20234,full-size,truck,white
450,42655,2015,ram,2500 laramie,,74000,automatic,,full-size,pickup,silver
451,9650,2009,mercedes-benz,benz e350,6 cylinders,90000,automatic,WDBUF56X19B416463,,sedan,blue
452,4250,2004,ford,expedition,8 cylinders,203972,automatic,1FMPU16L54LB26042,,SUV,silver
453,2200,1995,subaru,legacy l outback wagon,4 cylinders,220000,manual,4S3BK6357S6350965,full-size,hatchback,blue
454,15400,2009,ford,f-150 lariat 4x4 supercrew,8 cylinders,132000,automatic,1FTPW14V29FB16111,full-size,pickup,white
455,10800,2013,acura,tsx,4 cylinders,80300,automatic,JH4CU2F44DC011738,mid-size,sedan,black
456,5900,2010,mini,cooper convertible,4 cylinders,117000,automatic,WMWMR3C54ATU98278,compact,convertible,white
457,14495,2012,jeep,grand cherokee,6 cylinders,103117,automatic,1C4RJFAG1CC291565,,SUV,custom
458,8200,2001,ram,2500,6 cylinders,261918,manual,3B7KF23781G784193,full-size,truck,silver
459,27900,2014,bmw,x6,6 cylinders,,automatic,,,SUV,black
460,11900,2010,ford,expedition,8 cylinders,,automatic,,,SUV,black
461,23900,2011,ford,super duty f-250,8 cylinders,,automatic,,full-size,pickup,
462,31900,2015,ford,super duty f-250 srw,8 cylinders,,automatic,,full-size,pickup,white
463,41900,2014,ram,2500,6 cylinders,,automatic,,full-size,pickup,grey
464,21900,2014,ram,2500,8 cylinders,,manual,,full-size,pickup,white
465,25900,2016,ram,1500,8 cylinders,,automatic,,full-size,pickup,blue
466,17900,2008,toyota,tacoma,6 cylinders,,automatic,,,pickup,red
467,35900,2012,ford,super duty f-250 srw,8 cylinders,,automatic,,full-size,pickup,red
468,19900,2015,ford,explorer,6 cylinders,,automatic,,,SUV,white
469,29900,2012,ram,3500,6 cylinders,,automatic,,full-size,pickup,black
470,29900,2016,mercedes-benz,gle,6 cylinders,,automatic,,,SUV,white
471,24900,2013,cadillac,escalade esv,8 cylinders,,automatic,,,SUV,black
472,7495,2012,hyundai,sonata,4 cylinders,150282,automatic,KMHEC4A44CA041814,,sedan,custom
473,12875,2011,,Suzuki Equator RMZ 4WD,6 cylinders,96200,automatic,5Z61D0EV8BC416491,mid-size,truck,blue
474,15000,1995,,International 4900 Crane Utility,6 cylinders,110812,automatic,1HTSHAAR3SH658973,,truck,white
475,9995,2012,jeep,liberty,6 cylinders,106169,automatic,1C4PJMAK4CW105189,,SUV,silver
476,5000,2002,subaru,impreza outback sport,4 cylinders,181072,manual,JF1GG68572G815356,mid-size,hatchback,red
477,16995,2015,volvo,xc60,4 cylinders,69699,automatic,YV440MDK5F2701356,,SUV,custom
478,3995,1998,chevrolet,astro cargo,,123844,automatic,1GCDM19W4WB210164,,,white
479,11495,2014,volkswagen,passat,,54607,automatic,1VWBN7A34EC044775,,sedan,
480,32595,2018,gmc,canyon crew cab,,24215,automatic,1GTP6DE16J1170963,,pickup,blue
481,1,1998,ford,expedition eddie bauer,,22300,automatic,,,,
482,14599,2004,lexus,gx 470 4dr suv 4wd,8 cylinders,108349,automatic,JTJBT20XX40056877,,SUV,
483,11798,2010,buick,enclave cxl-2 awd,6 cylinders,115007,automatic,5GALVCED9AJ181446,,SUV,
484,19744,2014,chevrolet,tahoe 4wd lt,8 cylinders,112865,automatic,1GNSKBE06ER124131,full-size,SUV,black
485,19577,2017,volkswagen,tiguan 2.0t sport,,31449,automatic,WVGUV7AX5HW509349,,,white
486,2880,2004,nissan,sentra,4 cylinders,153117,automatic,3N1AB51D94L736279,,,
487,25777,2016,subaru,wrx sti,4 cylinders,35102,manual,JF1VA2Z64G9816758,,,grey
488,13377,2013,ford,explorer xlt 4wd,6 cylinders,120086,automatic,,,SUV,
489,20757,2016,mercedes-benz,c-class c 350e,4 cylinders,49336,automatic,55SWF4HB0GU158774,,sedan,silver
490,18797,2015,audi,a4 2.0t premium plus,4 cylinders,24515,automatic,WAUEFAFLXFN035892,,,white
491,21688,2018,chevrolet,malibu premier turbo,,16424,automatic,1G1ZE5SX0JF134269,,,black
492,22500,1970,ford,torino gt,8 cylinders,,automatic,,mid-size,coupe,custom
493,2500,1995,toyota,4runner sr5,6 cylinders,200100,automatic,,mid-size,SUV,white
494,2950,2006,nissan,santra 1.8,4 cylinders,177100,automatic,3N1CB51D56L611145,compact,sedan,silver
495,3500,1980,chevrolet,corvette,8 cylinders,,automatic,,,,yellow
496,6495,2008,jeep,liberty,6 cylinders,130535,automatic,1J8GN28K78W261824,,SUV,black
497,9995,2013,volkswagen,passat,4 cylinders,85111,automatic,1VWCN7A33DC037996,,sedan,custom
498,12795,2012,volkswagen,touareg,6 cylinders,140776,automatic,WVGEK9BP6CD009714,,SUV,custom
499,9795,2012,volkswagen,passat,4 cylinders,94921,automatic,1VWBN7A35CC098616,,sedan,blue
500,22795,2013,toyota,4runner,6 cylinders,137491,automatic,JTEBU5JR9D5133898,,SUV,white
501,9795,2014,volkswagen,beetle,4 cylinders,106696,automatic,3VWJL7AT6EM609592,,other,blue
502,11450,2014,volkswagen,passat,4 cylinders,79187,automatic,1VWBN7A35EC103297,,sedan,silver
503,17495,2012,ram,1500 quad cab,8 cylinders,82882,automatic,1C6RD7FT1CS303603,,pickup,black
504,9995,2012,kia,optima,4 cylinders,101172,automatic,5XXGN4A66CG055131,,sedan,silver
505,32795,2015,rover,sport,6 cylinders,80141,automatic,SALWR2VF8FA538627,,SUV,white
506,27795,2015,mercedes-benz,gl-class,6 cylinders,63380,automatic,4JGDF6EE1FA595897,,SUV,white
507,6495,2013,hyundai,accent,4 cylinders,111060,automatic,KMHCT4AEXDU491256,,sedan,blue
508,11495,2013,kia,optima,4 cylinders,118381,automatic,5XXGR4A62DG189284,,sedan,black
509,8995,2012,toyota,prius v,4 cylinders,166594,automatic,JTDZN3EU4C3048254,,wagon,silver
510,12145,2017,nissan,sentra,4 cylinders,30853,automatic,3N1AB7APXHY358245,,sedan,silver
511,7995,2004,jeep,wrangler,6 cylinders,132920,manual,1J4FA39S84P708940,,SUV,red
512,29795,2016,toyota,4runner,6 cylinders,57645,automatic,JTEBU5JRXG5393568,,SUV,red
513,22795,2015,toyota,highlander,6 cylinders,54322,automatic,5TDZKRFH1FS076481,,SUV,blue
514,7995,2009,subaru,outback,4 cylinders,134561,automatic,4S4BP61C997348105,,wagon,white
515,36455,2019,toyota,4runner,6 cylinders,13624,automatic,JTEBU5JR5K5633778,,SUV,custom
516,32475,2015,toyota,tundra crewmax,8 cylinders,61774,automatic,5TFDW5F14FX436931,,pickup,red
517,36795,2019,toyota,highlander,6 cylinders,12621,automatic,5TDJZRFH9KS955388,,SUV,silver
518,10595,2016,hyundai,elantra,4 cylinders,59645,automatic,5NPDH4AE6GH739575,,sedan,white
519,10295,2013,toyota,camry,4 cylinders,154852,automatic,4T1BD1FK3DU071456,,sedan,white
520,23995,2015,jeep,wrangler,6 cylinders,64438,automatic,1C4HJWDG9FL601862,,SUV,silver
521,13795,2017,nissan,altima,4 cylinders,64377,automatic,1N4AL3AP8HC169921,,sedan,silver
522,20945,2017,nissan,maxima,6 cylinders,31034,automatic,1N4AA6APXHC404858,,sedan,silver
523,22795,2016,lexus,is,4 cylinders,27737,automatic,JTHBA1D2XG5024759,,sedan,silver
524,11495,2013,fiat,500,4 cylinders,26473,manual,3C3CFFFH6DT634082,,other,custom
525,22495,2016,bmw,x1,4 cylinders,54489,automatic,WBXHT3C33G5E50312,,SUV,white
526,12795,2014,ford,fusion,4 cylinders,66747,automatic,3FA6P0K91ER358495,,sedan,
527,6495,2008,bmw,3 series,6 cylinders,127599,automatic,WBAVC57508NK77352,,sedan,silver
528,8375,2010,chevrolet,traverse,6 cylinders,106745,automatic,1GNLRFED7AS153408,,SUV,custom
529,10795,2012,audi,a6,4 cylinders,96293,automatic,WAUCFAFC8CN142295,,sedan,silver
530,36495,2015,gmc,yukon,8 cylinders,88244,automatic,1GKS2CKJ7FR150030,,SUV,custom
531,15495,2015,ford,fiesta,4 cylinders,27730,manual,3FADP4GX9FM213693,,other,red
532,17495,2015,honda,odyssey,6 cylinders,62751,automatic,5FNRL5H42FB081807,,other,silver
533,18795,2014,gmc,acadia,6 cylinders,85961,automatic,1GKKVSKD8EJ172384,,SUV,white
